image_path,label,source_folder
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130046.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130047.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130051.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130052.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130056.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130057.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130101.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130102.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130106.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Fresh Pork/image_20260502_130107.jpg,pork,Fresh Pork
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133357.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133801.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133831.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133841.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133858.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133909.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133912.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133915.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133922.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133925.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133928.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133931.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133934.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133935.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133937.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133949.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133952.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133954.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_133958.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134000.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134003.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134005.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134012.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134014.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134017.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134018.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134021.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134023.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134026.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134029.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134031.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134037.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134040.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134043.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134046.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134048.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134051.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134053.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134059.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134100.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134103.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134104.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134106.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134108.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134110.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134112.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134350.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134410.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134414.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134421.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134509.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134539.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134639.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134649.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134657.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134701.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134706.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134712.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134736.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134753.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134813.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134816.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_134953.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135003.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135009.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135012.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135026.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135151.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135413.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135438.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135449.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135517.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135549.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135558.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135603.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135612.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135634.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135639.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Non meat/image_20260502_135645.jpg,not_meat,Non meat
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173603_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1951.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180216.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175929.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175603.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173929_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173541_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74am2f.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173512_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuosg3.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1966.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1962.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173528_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175455.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175810.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73r6rm.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1954.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74gg9m.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175229_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuoe5d.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175505.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k738en5.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2027.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1910.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174419.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuov4j.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrg1c9.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174413.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175445.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrfjhl.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173527.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsu4dkb.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173531.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstobub.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrhiqv.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180114.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_1996.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73aptf.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k7490q9.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173627_2.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsu2cob.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173452.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74edo5.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2059.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstqa0c.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175034_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173439.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2003.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175653.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2050.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173459_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173538_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k739526.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstqqi9.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174444_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jstuicq.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsrmm5c.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175400_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180141_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173446.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174537_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k747dsj.ingestion-65744cd868-lwb57.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_174446.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k73b4le.ingestion-65744cd868-jw6wz.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsu2h36.ingestion-869d86b7d-64979.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180150_1.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6k74ff1b.ingestion-65744cd868-wm6tc.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175458.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsr88a1.ingestion-869d86b7d-zn824.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_2024.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175656.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsr3n4k.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/beef_spoiled.jpg.6jsuht4o.ingestion-869d86b7d-dh5kk.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_180144.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_173435_2.jpg,beef,Spoiled Beef
/mnt/c/Users/isaac/Downloads/chickenprok/Raspi_5_program/Dataset/NEW IMAGE/Spoiled Beef/IMG_20260412_175402.jpg,beef,Spoiled Beef
